Node_type;Gene;GEX_celltype_Log2FC_Delta;GEX_celltype_Log2FC_Epsprogenitors;GEX_celltype_Log2FC_Epsilon;GEX_celltype_Log2FC_Fev+Delta;GEX_celltype_Log2FC_Ngn3high;Region;Gene_signature_name
Gene;Dmwd;-0.3751215;0.47844076;-0.2755534;0.2604013;0.5782149;chr7:19060995-19061848;Neurod2_+_(303g)
Gene;Dmwd;-0.3751215;0.47844076;-0.2755534;0.2604013;0.5782149;chr7:19127420-19128298;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138729018-138730019;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138635422-138636363;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138781756-138782688;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138625960-138626885;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138641995-138642926;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138610405-138611317;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138897979-138898930;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138795479-138796202;Neurod2_+_(303g)
Gene;Pla2g2f;0.20266934;1.3694146;0.8532276;0.93873453;1.0046034;chr4:138883696-138883977;Neurod2_+_(303g)
Gene;Ypel3;-0.16406226;0.32620543;-0.14749312;0.29451606;0.37141982;chr7:126748273-126749172;Neurod2_+_(303g)
Gene;Ypel3;-0.16406226;0.32620543;-0.14749312;0.29451606;0.37141982;chr7:126686227-126687036;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:63317434-63318358;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:63204621-63205379;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:62967837-62968790;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:63203565-63204448;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:62957249-62958193;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:63359271-63360178;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:63306548-63307472;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:63087901-63088812;Neurod2_+_(303g)
Gene;Aopep;0.26549467;0.341218;-0.1989532;0.08080269;0.33727765;chr13:63283017-63283896;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181653091-181654060;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181760906-181761816;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181690105-181691022;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181832515-181833355;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181763559-181764322;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181775546-181776476;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181762613-181763429;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181727442-181728429;Neurod2_+_(303g)
Gene;Myt1;-0.12259519;0.50675637;0.062396828;0.6460956;0.8064553;chr2:181684151-181684968;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29416764-29417831;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29391722-29393285;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29421201-29422032;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29415135-29416053;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29276476-29277297;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29406689-29407493;Neurod2_+_(303g)
Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;2.0928059;chr7:29342367-29343089;Neurod2_+_(303g)
Gene;Ccdc120;0.37738022;0.46127787;0.06925186;0.59885204;0.7997002;chrX:7640533-7641509;Neurod2_+_(303g)
Gene;Ccdc120;0.37738022;0.46127787;0.06925186;0.59885204;0.7997002;chrX:7797039-7797906;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120616450-120617341;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120711975-120712897;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120865979-120866878;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120715951-120716893;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120721286-120722224;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120704498-120705348;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120701867-120702777;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120713589-120714459;Neurod2_+_(303g)
Gene;Kcnq4;-3.586312;1.4027032;-3.2044494;0.017884584;1.7087351;chr4:120634974-120635856;Neurod2_+_(303g)
Gene;Krt7;-0.5956057;0.3117741;0.110468075;0.5237458;0.3895563;chr15:101426112-101427011;Neurod2_+_(303g)
Gene;Krt7;-0.5956057;0.3117741;0.110468075;0.5237458;0.3895563;chr15:101493954-101494890;Neurod2_+_(303g)
Gene;Krt7;-0.5956057;0.3117741;0.110468075;0.5237458;0.3895563;chr15:101333141-101333848;Neurod2_+_(303g)
Gene;Krt7;-0.5956057;0.3117741;0.110468075;0.5237458;0.3895563;chr15:101434756-101435677;Neurod2_+_(303g)
Gene;Krt7;-0.5956057;0.3117741;0.110468075;0.5237458;0.3895563;chr15:101329201-101330084;Neurod2_+_(303g)
Gene;Krt7;-0.5956057;0.3117741;0.110468075;0.5237458;0.3895563;chr15:101373154-101374070;Neurod2_+_(303g)
Gene;Krt7;-0.5956057;0.3117741;0.110468075;0.5237458;0.3895563;chr15:101369820-101370780;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113583809-113584707;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113626513-113627412;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113521099-113521966;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113803291-113804205;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113797671-113798331;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113722316-113723266;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113727898-113728727;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113697896-113698791;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113717543-113718501;Neurod2_+_(303g)
Gene;Cog1;-0.35269865;0.86412466;-0.2664836;0.08383335;0.9348817;chr11:113816746-113817686;Neurod2_+_(303g)
Gene;Fgf18;-2.5060494;2.0679128;-2.0496325;0.21099687;2.7368073;chr11:33109777-33110719;Neurod2_+_(303g)
Gene;Fgf18;-2.5060494;2.0679128;-2.0496325;0.21099687;2.7368073;chr11:33112070-33113005;Neurod2_+_(303g)
Gene;Fgf18;-2.5060494;2.0679128;-2.0496325;0.21099687;2.7368073;chr11:33047307-33048217;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95987631-95988451;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95602910-95603783;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95639128-95640128;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95940521-95941459;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:96028826-96029933;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95665443-95666366;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95478539-95479642;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95476800-95477738;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95869912-95870918;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95768386-95769308;Neurod2_+_(303g)
Gene;Iqgap2;-1.419339;0.5840381;-0.47694078;0.3163229;0.8359981;chr13:95984407-95985337;Neurod2_+_(303g)
Gene;Serping1;-0.48053145;0.48345408;0.404404;0.9831731;1.1255614;chr2:84836757-84837680;Neurod2_+_(303g)
Gene;Serping1;-0.48053145;0.48345408;0.404404;0.9831731;1.1255614;chr2:84640759-84641627;Neurod2_+_(303g)
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74641217-74642082;Neurod2_+_(303g)
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74408580-74409475;Neurod2_+_(303g)
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74747679-74748539;Neurod2_+_(303g)
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74481510-74482437;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141149354-141150211;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141151708-141152379;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140996849-140997795;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140980113-140981049;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140984482-140985435;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141156401-141157342;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141194878-141195741;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140857009-140857979;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140998645-140999506;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163459214-163460098;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163491093-163491910;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163464089-163465058;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163442057-163442802;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163302823-163303742;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163322530-163323471;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163540302-163541237;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163449049-163449982;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163458192-163458991;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163433838-163434734;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163334763-163335689;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11835762-11836979;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11898392-11899363;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11642891-11643814;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11715879-11716838;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11922823-11923690;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11753110-11754103;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11717981-11718839;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11789171-11789829;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11746555-11747426;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11740654-11741524;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11769291-11770032;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45759132-45760049;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45727375-45728232;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45649175-45650127;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45665211-45666175;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45755448-45756315;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45667398-45668282;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45850380-45851236;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45686635-45687607;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45916372-45917290;Neurod2_+_(303g)
Gene;Ctsf;-0.026496794;0.60261303;0.7103342;0.6739291;0.5912094;chr19:4897150-4898168;Neurod2_+_(303g)
Gene;Ctsf;-0.026496794;0.60261303;0.7103342;0.6739291;0.5912094;chr19:4833842-4834737;Neurod2_+_(303g)
Gene;Ctsf;-0.026496794;0.60261303;0.7103342;0.6739291;0.5912094;chr19:4997050-4998011;Neurod2_+_(303g)
Gene;Ctsf;-0.026496794;0.60261303;0.7103342;0.6739291;0.5912094;chr19:4899643-4900569;Neurod2_+_(303g)
Gene;Ctsf;-0.026496794;0.60261303;0.7103342;0.6739291;0.5912094;chr19:4862766-4863703;Neurod2_+_(303g)
Gene;Ak8;-0.5163717;0.1867213;0.24313101;-0.21926689;0.95649165;chr2:28702077-28702940;Neurod2_+_(303g)
Gene;Ak8;-0.5163717;0.1867213;0.24313101;-0.21926689;0.95649165;chr2:28821739-28822632;Neurod2_+_(303g)
Gene;Dusp8;0.6475585;1.020507;0.3564741;1.35079;1.0748805;chr7:142020600-142021462;Neurod2_+_(303g)
Gene;Dusp8;0.6475585;1.020507;0.3564741;1.35079;1.0748805;chr7:141961238-141962128;Neurod2_+_(303g)
Gene;Dusp8;0.6475585;1.020507;0.3564741;1.35079;1.0748805;chr7:141953531-141954308;Neurod2_+_(303g)
Gene;Dusp8;0.6475585;1.020507;0.3564741;1.35079;1.0748805;chr7:141990392-141991239;Neurod2_+_(303g)
Gene;Gsg1l2;-24.92068;1.7079757;-0.6939867;0.6696773;2.3281713;chr11:67774102-67775039;Neurod2_+_(303g)
Gene;Myef2;-0.25443998;0.30267668;-0.0036912053;0.22680159;0.451102;chr2:125031454-125032374;Neurod2_+_(303g)
Gene;Myef2;-0.25443998;0.30267668;-0.0036912053;0.22680159;0.451102;chr2:125091900-125092845;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53175928-53176882;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53263638-53264552;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53142374-53143314;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53322848-53323779;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53273366-53274305;Neurod2_+_(303g)
Gene;Shank3;-25.634804;2.2118967;-1.5872066;0.16731732;2.268099;chr15:89527646-89528630;Neurod2_+_(303g)
Gene;Pcbp4;-0.06673435;0.61330223;-0.08794021;0.75214803;0.61297923;chr9:106512808-106513767;Neurod2_+_(303g)
Gene;Pcbp4;-0.06673435;0.61330223;-0.08794021;0.75214803;0.61297923;chr9:106410776-106411388;Neurod2_+_(303g)
Gene;Pcbp4;-0.06673435;0.61330223;-0.08794021;0.75214803;0.61297923;chr9:106400643-106401565;Neurod2_+_(303g)
Gene;Pdp2;-0.94364667;0.38956773;-0.79656124;-0.072974786;0.91153544;chr8:104740737-104741720;Neurod2_+_(303g)
Gene;Pdp2;-0.94364667;0.38956773;-0.79656124;-0.072974786;0.91153544;chr8:104639716-104640357;Neurod2_+_(303g)
Gene;Pdp2;-0.94364667;0.38956773;-0.79656124;-0.072974786;0.91153544;chr8:104609851-104610773;Neurod2_+_(303g)
Gene;Fhdc1;-2.1841624;1.1879423;-0.2754014;0.7074653;1.3804747;chr3:84567795-84568652;Neurod2_+_(303g)
Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;1.847547;chr7:4661954-4662843;Neurod2_+_(303g)
Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;1.847547;chr7:4783492-4784413;Neurod2_+_(303g)
Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;1.847547;chr7:4664268-4665140;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47348887-47349648;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47145890-47146728;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47162983-47163905;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47322976-47323984;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47311093-47311889;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47188234-47189203;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47327605-47328491;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47211523-47212459;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47222314-47223251;Neurod2_+_(303g)
Gene;Neurl1a;1.65366;2.1775026;1.5354286;1.189002;1.2051423;chr19:47221428-47222271;Neurod2_+_(303g)
Gene;Slco2a1;0.63932216;0.8487403;1.3890184;1.041178;0.577183;chr9:103167746-103168679;Neurod2_+_(303g)
Gene;Slco2a1;0.63932216;0.8487403;1.3890184;1.041178;0.577183;chr9:103048715-103049639;Neurod2_+_(303g)
Gene;Slco2a1;0.63932216;0.8487403;1.3890184;1.041178;0.577183;chr9:103004498-103005339;Neurod2_+_(303g)
Gene;Slco2a1;0.63932216;0.8487403;1.3890184;1.041178;0.577183;chr9:103143665-103144590;Neurod2_+_(303g)
Gene;Slco2a1;0.63932216;0.8487403;1.3890184;1.041178;0.577183;chr9:103153112-103154021;Neurod2_+_(303g)
Gene;Slco2a1;0.63932216;0.8487403;1.3890184;1.041178;0.577183;chr9:102941999-102942935;Neurod2_+_(303g)
Gene;Slco2a1;0.63932216;0.8487403;1.3890184;1.041178;0.577183;chr9:102924462-102925468;Neurod2_+_(303g)
Gene;Sel1l;-0.5386741;0.67161715;-0.32764274;0.083742835;0.72864664;chr12:91775280-91776147;Neurod2_+_(303g)
Gene;Sel1l;-0.5386741;0.67161715;-0.32764274;0.083742835;0.72864664;chr12:91853861-91855299;Neurod2_+_(303g)
Gene;Sel1l;-0.5386741;0.67161715;-0.32764274;0.083742835;0.72864664;chr12:91842390-91843181;Neurod2_+_(303g)
Gene;Pgm2l1;-1.7708087;1.1784512;-0.28931624;0.86680984;1.542967;chr7:100214982-100215813;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103768222-103769110;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103789763-103790691;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103813261-103814156;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103685065-103685983;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103759981-103760765;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103735124-103736029;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103730237-103731183;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103800638-103801593;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103804072-103804932;Neurod2_+_(303g)
Gene;Zfp451;-0.61272883;0.30609524;0.019805301;0.31796917;0.6970151;chr1:33693610-33694556;Neurod2_+_(303g)
Gene;Zfp451;-0.61272883;0.30609524;0.019805301;0.31796917;0.6970151;chr1:33733854-33734779;Neurod2_+_(303g)
Gene;Zfp451;-0.61272883;0.30609524;0.019805301;0.31796917;0.6970151;chr1:33843556-33844482;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133027744-133028650;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133180810-133181763;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133083752-133084752;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133079589-133080599;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133077920-133078827;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133168128-133169099;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133231101-133232106;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19784624-19785516;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19785759-19786646;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19859335-19860256;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19783372-19784274;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19778352-19779286;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121128794-121129719;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121036508-121037445;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121085269-121086214;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121105662-121106526;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121091903-121092735;Neurod2_+_(303g)
Gene;Kif26a;-3.2477996;2.3512402;-1.9966196;0.10966785;2.328085;chr12:112035137-112036076;Neurod2_+_(303g)
Gene;Kif26a;-3.2477996;2.3512402;-1.9966196;0.10966785;2.328085;chr12:112106365-112107264;Neurod2_+_(303g)
Gene;Kif26a;-3.2477996;2.3512402;-1.9966196;0.10966785;2.328085;chr12:112306062-112306877;Neurod2_+_(303g)
