Node_type;Gene;GEX_celltype_Log2FC_Delta;GEX_celltype_Log2FC_Epsprogenitors;GEX_celltype_Log2FC_Epsilon;GEX_celltype_Log2FC_Fev+Delta;GEX_celltype_Log2FC_Ngn3high;Region;Gene_signature_name
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74747679-74748539;Neurod2_+_(303g)
Gene;Rap1gap2;-0.049218316;0.1822676;-0.13318485;0.13318123;0.22933552;chr11:74481510-74482437;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141149354-141150211;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141151708-141152379;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140996849-140997795;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140980113-140981049;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140984482-140985435;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141156401-141157342;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:141194878-141195741;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140857009-140857979;Neurod2_+_(303g)
Gene;Atg4a;-1.2201508;1.128723;-0.38132805;0.20555381;1.6334995;chrX:140998645-140999506;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163459214-163460098;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163491093-163491910;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163464089-163465058;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163442057-163442802;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163302823-163303742;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163322530-163323471;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163540302-163541237;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163449049-163449982;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163458192-163458991;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163433838-163434734;Neurod2_+_(303g)
Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;0.9810253;chr2:163334763-163335689;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11835762-11836979;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11898392-11899363;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11642891-11643814;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11715879-11716838;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11922823-11923690;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11753110-11754103;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11717981-11718839;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11789171-11789829;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11746555-11747426;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11740654-11741524;Neurod2_+_(303g)
Gene;Arhgef7;-0.7346184;0.6128474;-0.7202346;0.037255384;0.8373281;chr8:11769291-11770032;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45759132-45760049;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45727375-45728232;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45649175-45650127;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45665211-45666175;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45755448-45756315;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45667398-45668282;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45850380-45851236;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45686635-45687607;Neurod2_+_(303g)
Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;2.230333;chr7:45916372-45917290;Neurod2_+_(303g)
Gene;Ak8;-0.5163717;0.1867213;0.24313101;-0.21926689;0.95649165;chr2:28702077-28702940;Neurod2_+_(303g)
Gene;Ak8;-0.5163717;0.1867213;0.24313101;-0.21926689;0.95649165;chr2:28821739-28822632;Neurod2_+_(303g)
Gene;Gsg1l2;-24.92068;1.7079757;-0.6939867;0.6696773;2.3281713;chr11:67774102-67775039;Neurod2_+_(303g)
Gene;Myef2;-0.25443998;0.30267668;-0.0036912053;0.22680159;0.451102;chr2:125031454-125032374;Neurod2_+_(303g)
Gene;Myef2;-0.25443998;0.30267668;-0.0036912053;0.22680159;0.451102;chr2:125091900-125092845;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53175928-53176882;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53263638-53264552;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53142374-53143314;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53322848-53323779;Neurod2_+_(303g)
Gene;Sel1l3;-0.30430397;0.86683375;-0.91864187;0.17005487;1.1889832;chr5:53273366-53274305;Neurod2_+_(303g)
Gene;Shank3;-25.634804;2.2118967;-1.5872066;0.16731732;2.268099;chr15:89527646-89528630;Neurod2_+_(303g)
Gene;Pdp2;-0.94364667;0.38956773;-0.79656124;-0.072974786;0.91153544;chr8:104740737-104741720;Neurod2_+_(303g)
Gene;Pdp2;-0.94364667;0.38956773;-0.79656124;-0.072974786;0.91153544;chr8:104639716-104640357;Neurod2_+_(303g)
Gene;Pdp2;-0.94364667;0.38956773;-0.79656124;-0.072974786;0.91153544;chr8:104609851-104610773;Neurod2_+_(303g)
Gene;Fhdc1;-2.1841624;1.1879423;-0.2754014;0.7074653;1.3804747;chr3:84567795-84568652;Neurod2_+_(303g)
Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;1.847547;chr7:4661954-4662843;Neurod2_+_(303g)
Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;1.847547;chr7:4783492-4784413;Neurod2_+_(303g)
Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;1.847547;chr7:4664268-4665140;Neurod2_+_(303g)
Gene;Sel1l;-0.5386741;0.67161715;-0.32764274;0.083742835;0.72864664;chr12:91775280-91776147;Neurod2_+_(303g)
Gene;Sel1l;-0.5386741;0.67161715;-0.32764274;0.083742835;0.72864664;chr12:91853861-91855299;Neurod2_+_(303g)
Gene;Sel1l;-0.5386741;0.67161715;-0.32764274;0.083742835;0.72864664;chr12:91842390-91843181;Neurod2_+_(303g)
Gene;Pgm2l1;-1.7708087;1.1784512;-0.28931624;0.86680984;1.542967;chr7:100214982-100215813;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103768222-103769110;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103789763-103790691;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103813261-103814156;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103685065-103685983;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103759981-103760765;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103735124-103736029;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103730237-103731183;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103800638-103801593;Neurod2_+_(303g)
Gene;Wnt3;-25.732634;1.9417379;-2.5798335;-1.2247045;2.926146;chr11:103804072-103804932;Neurod2_+_(303g)
Gene;Zfp451;-0.61272883;0.30609524;0.019805301;0.31796917;0.6970151;chr1:33693610-33694556;Neurod2_+_(303g)
Gene;Zfp451;-0.61272883;0.30609524;0.019805301;0.31796917;0.6970151;chr1:33733854-33734779;Neurod2_+_(303g)
Gene;Zfp451;-0.61272883;0.30609524;0.019805301;0.31796917;0.6970151;chr1:33843556-33844482;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133027744-133028650;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133180810-133181763;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133083752-133084752;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133079589-133080599;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133077920-133078827;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133168128-133169099;Neurod2_+_(303g)
Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;0.8880177;chr1:133231101-133232106;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19784624-19785516;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19785759-19786646;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19859335-19860256;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19783372-19784274;Neurod2_+_(303g)
Gene;Cblc;-0.5469559;0.96339524;-1.164835;0.07493112;1.0963079;chr7:19778352-19779286;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121128794-121129719;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121036508-121037445;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121085269-121086214;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121105662-121106526;Neurod2_+_(303g)
Gene;Epb42;-3.1351388;2.327935;-1.8933868;0.11906239;2.6721044;chr2:121091903-121092735;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70451889-70452824;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70570135-70570954;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70422017-70423227;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70415772-70416590;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70445708-70446657;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70342867-70343494;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70397982-70398931;Neurod2_+_(303g)
Gene;1600014C10Rik;-0.67109185;0.42799187;-0.59628165;0.15428686;1.0014188;chr7:38163047-38163953;Neurod2_+_(303g)
Gene;1600014C10Rik;-0.67109185;0.42799187;-0.59628165;0.15428686;1.0014188;chr7:38200492-38201426;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98903850-98904760;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98990899-98992362;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98995883-98996986;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98895924-98896846;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98730407-98731329;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98974006-98974955;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98931034-98931784;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98680236-98681075;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98929745-98930626;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29539325-29540069;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29535022-29535978;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29540121-29540747;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29523590-29524527;Neurod2_+_(303g)
Gene;Pth1r;-25.144083;1.9302672;-1.0873694;-0.55232817;2.0758324;chr9:110736115-110737036;Neurod2_+_(303g)
Gene;Pth1r;-25.144083;1.9302672;-1.0873694;-0.55232817;2.0758324;chr9:110719706-110720599;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:135920083-135921017;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136148730-136149646;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136163776-136164659;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136123331-136124207;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136002178-136003083;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136056835-136057759;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136191691-136192603;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136066220-136067200;Neurod2_+_(303g)
Gene;Pax4;-2.1526575;0.052642155;-1.7962155;0.22523293;1.8569063;chr6:28448830-28449663;Neurod2_+_(303g)
Gene;Pax4;-2.1526575;0.052642155;-1.7962155;0.22523293;1.8569063;chr6:28516364-28517257;Neurod2_+_(303g)
Gene;Pax4;-2.1526575;0.052642155;-1.7962155;0.22523293;1.8569063;chr6:28393776-28394775;Neurod2_+_(303g)
Gene;Tmem185a;-1.5289916;0.61834544;0.34809068;0.9490828;1.0395867;chrX:70572332-70573241;Neurod2_+_(303g)
Gene;Tmem185a;-1.5289916;0.61834544;0.34809068;0.9490828;1.0395867;chrX:70345902-70346817;Neurod2_+_(303g)
Gene;Tmem185a;-1.5289916;0.61834544;0.34809068;0.9490828;1.0395867;chrX:70336294-70337035;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117317345-117318221;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117528599-117529204;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117404337-117405283;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117415403-117416361;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117283080-117283941;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117261897-117262840;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:160066746-160067695;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159979192-159980057;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159989742-159990668;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159954243-159955095;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159977534-159978418;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159960969-159961905;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136887671-136888570;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136786453-136787390;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136949107-136950071;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136937029-136937982;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136912456-136913352;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:137015654-137016591;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136976990-136977923;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136914242-136915187;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136968920-136969896;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136916518-136918098;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136824948-136825895;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80444135-80445099;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80308660-80309580;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80310353-80311226;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80437694-80438599;Neurod2_+_(303g)
Gene;5730522E02Rik;-0.76109;0.91601175;-1.1792686;0.11421773;1.2643305;chr11:26310799-26311703;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114930909-114931863;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114741239-114742203;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114893441-114894414;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114822624-114823448;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114795035-114795898;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114696265-114697167;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114774805-114775770;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172058686-172059533;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:171938990-171939931;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:171946097-171947056;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172057253-172058168;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172071376-172072229;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172049183-172050060;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172131991-172132906;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172060906-172061779;Neurod2_+_(303g)
Gene;Ssc5d;-1.181701;0.60473037;1.0924273;0.5212048;1.166335;chr7:4783492-4784413;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127511192-127512031;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127516819-127517651;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127371133-127372090;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127502288-127503123;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127514353-127515256;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127324836-127325713;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127342730-127343577;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127521827-127522567;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127518091-127518968;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56470898-56471696;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56453430-56454381;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56553964-56554889;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56514560-56515193;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56307823-56308732;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159989742-159990668;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159689651-159690623;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159960969-159961905;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:160066746-160067695;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159977534-159978418;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159979192-159980057;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159707789-159708729;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159954243-159955095;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159828922-159829838;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86796292-86796792;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86630085-86631024;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86640806-86641765;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86529529-86530452;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32589269-32590096;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32623986-32624703;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32596461-32597393;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32507539-32508470;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32567936-32568810;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32620951-32621882;Neurod2_+_(303g)
