Unnamed: 0;Unnamed: 0.1;Node_type;Gene;GEX_celltype_Log2FC_Delta;GEX_celltype_Log2FC_Epsprogenitors;GEX_celltype_Log2FC_Epsilon;GEX_celltype_Log2FC_Fev+Delta;Region;Gene_signature_name
1128;Zfp423;Gene;Zfp423;-2.551825;1.6685299;-1.7423156;0.79619426;chr8:87687019-87687910;Neurod2_+_(303g)
1129;Zfp423;Gene;Zfp423;-2.551825;1.6685299;-1.7423156;0.79619426;chr8:87539631-87540594;Neurod2_+_(303g)
532;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:172058686-172059533;Neurod2_+_(303g)
533;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:171938990-171939931;Neurod2_+_(303g)
534;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:171946097-171947056;Neurod2_+_(303g)
535;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:172057253-172058168;Neurod2_+_(303g)
536;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:172071376-172072229;Neurod2_+_(303g)
537;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:172049183-172050060;Neurod2_+_(303g)
538;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:172131991-172132906;Neurod2_+_(303g)
539;Nhlh1;Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;chr1:172060906-172061779;Neurod2_+_(303g)
1589;Stox1;Gene;Stox1;-0.92236376;0.9286041;-0.015821462;0.72458404;chr10:62862195-62863108;Neurod2_+_(303g)
1590;Stox1;Gene;Stox1;-0.92236376;0.9286041;-0.015821462;0.72458404;chr10:62739700-62740627;Neurod2_+_(303g)
1591;Stox1;Gene;Stox1;-0.92236376;0.9286041;-0.015821462;0.72458404;chr10:62677039-62677968;Neurod2_+_(303g)
359;Fhdc1;Gene;Fhdc1;-2.1841624;1.1879423;-0.2754014;0.7074653;chr3:84567795-84568652;Neurod2_+_(303g)
1328;Tbc1d9;Gene;Tbc1d9;-1.46186;1.2742145;-0.6954914;0.6971651;chr8:83326811-83327777;Neurod2_+_(303g)
1329;Tbc1d9;Gene;Tbc1d9;-1.46186;1.2742145;-0.6954914;0.6971651;chr8:83365397-83366353;Neurod2_+_(303g)
1330;Tbc1d9;Gene;Tbc1d9;-1.46186;1.2742145;-0.6954914;0.6971651;chr8:83176526-83177455;Neurod2_+_(303g)
1331;Tbc1d9;Gene;Tbc1d9;-1.46186;1.2742145;-0.6954914;0.6971651;chr8:83209342-83210206;Neurod2_+_(303g)
1332;Tbc1d9;Gene;Tbc1d9;-1.46186;1.2742145;-0.6954914;0.6971651;chr8:83134736-83135673;Neurod2_+_(303g)
126;Dab1;Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;chr4:103989400-103990342;Neurod2_+_(303g)
127;Dab1;Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;chr4:104443418-104444328;Neurod2_+_(303g)
128;Dab1;Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;chr4:104415164-104416099;Neurod2_+_(303g)
129;Dab1;Gene;Dab1;-2.7693634;1.7528867;-1.116219;0.6954261;chr4:104201477-104202365;Neurod2_+_(303g)
1562;Dyrk1b;Gene;Dyrk1b;-0.035129163;0.73883903;-0.11992259;0.6744009;chr7:28288522-28289431;Neurod2_+_(303g)
1563;Dyrk1b;Gene;Dyrk1b;-0.035129163;0.73883903;-0.11992259;0.6744009;chr7:28309459-28310359;Neurod2_+_(303g)
344;Gsg1l2;Gene;Gsg1l2;-24.92068;1.7079757;-0.6939867;0.6696773;chr11:67774102-67775039;Neurod2_+_(303g)
996;Brsk2;Gene;Brsk2;-0.51930416;0.9241351;-1.1124573;0.6679109;chr7:141943183-141944075;Neurod2_+_(303g)
997;Brsk2;Gene;Brsk2;-0.51930416;0.9241351;-1.1124573;0.6679109;chr7:141953531-141954308;Neurod2_+_(303g)
998;Brsk2;Gene;Brsk2;-0.51930416;0.9241351;-1.1124573;0.6679109;chr7:141990392-141991239;Neurod2_+_(303g)
999;Brsk2;Gene;Brsk2;-0.51930416;0.9241351;-1.1124573;0.6679109;chr7:141908460-141909417;Neurod2_+_(303g)
1000;Brsk2;Gene;Brsk2;-0.51930416;0.9241351;-1.1124573;0.6679109;chr7:141961238-141962128;Neurod2_+_(303g)
1439;Adamts18;Gene;Adamts18;-1.939371;2.2535245;-2.6782255;0.6659947;chr8:113741815-113742680;Neurod2_+_(303g)
1440;Adamts18;Gene;Adamts18;-1.939371;2.2535245;-2.6782255;0.6659947;chr8:113865301-113866275;Neurod2_+_(303g)
1441;Adamts18;Gene;Adamts18;-1.939371;2.2535245;-2.6782255;0.6659947;chr8:113800280-113801239;Neurod2_+_(303g)
1312;Galnt9;Gene;Galnt9;-2.7975771;1.0434577;0.60830486;0.6629576;chr5:110506891-110507797;Neurod2_+_(303g)
1313;Galnt9;Gene;Galnt9;-2.7975771;1.0434577;0.60830486;0.6629576;chr5:110552927-110553893;Neurod2_+_(303g)
606;Ajap1;Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;chr4:153592952-153593870;Neurod2_+_(303g)
607;Ajap1;Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;chr4:153368325-153369208;Neurod2_+_(303g)
608;Ajap1;Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;chr4:153615824-153616726;Neurod2_+_(303g)
609;Ajap1;Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;chr4:153576593-153577530;Neurod2_+_(303g)
610;Ajap1;Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;chr4:153421766-153422701;Neurod2_+_(303g)
611;Ajap1;Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;chr4:153559956-153560795;Neurod2_+_(303g)
302;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163459214-163460098;Neurod2_+_(303g)
303;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163491093-163491910;Neurod2_+_(303g)
304;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163464089-163465058;Neurod2_+_(303g)
305;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163442057-163442802;Neurod2_+_(303g)
306;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163302823-163303742;Neurod2_+_(303g)
307;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163322530-163323471;Neurod2_+_(303g)
308;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163540302-163541237;Neurod2_+_(303g)
309;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163449049-163449982;Neurod2_+_(303g)
310;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163458192-163458991;Neurod2_+_(303g)
311;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163433838-163434734;Neurod2_+_(303g)
312;Gdap1l1;Gene;Gdap1l1;-0.48768428;0.92289066;-0.15083438;0.65261054;chr2:163334763-163335689;Neurod2_+_(303g)
800;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121398468-121399356;Neurod2_+_(303g)
801;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121491421-121492288;Neurod2_+_(303g)
802;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121594656-121595588;Neurod2_+_(303g)
803;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121486107-121486867;Neurod2_+_(303g)
804;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121541122-121542140;Neurod2_+_(303g)
805;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121555342-121556290;Neurod2_+_(303g)
806;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121469518-121470449;Neurod2_+_(303g)
807;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121589324-121590227;Neurod2_+_(303g)
808;Cck;Gene;Cck;-0.42240945;0.759091;0.4128762;0.6455779;chr9:121481352-121482155;Neurod2_+_(303g)
360;Il11;Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;chr7:4661954-4662843;Neurod2_+_(303g)
361;Il11;Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;chr7:4783492-4784413;Neurod2_+_(303g)
362;Il11;Gene;Il11;-3.3335295;0.8906582;-0.49686295;0.63768834;chr7:4664268-4665140;Neurod2_+_(303g)
508;Plk5;Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;chr10:80444135-80445099;Neurod2_+_(303g)
509;Plk5;Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;chr10:80308660-80309580;Neurod2_+_(303g)
510;Plk5;Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;chr10:80310353-80311226;Neurod2_+_(303g)
511;Plk5;Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;chr10:80437694-80438599;Neurod2_+_(303g)
762;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3541665-3542607;Neurod2_+_(303g)
763;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3444618-3445655;Neurod2_+_(303g)
764;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3442841-3443744;Neurod2_+_(303g)
765;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3441588-3442431;Neurod2_+_(303g)
766;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3406020-3406866;Neurod2_+_(303g)
767;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3527540-3528379;Neurod2_+_(303g)
768;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3538873-3539790;Neurod2_+_(303g)
769;Selenom;Gene;Selenom;-0.6201343;0.85714465;0.14588624;0.632445;chr11:3587302-3588104;Neurod2_+_(303g)
1197;Plekhg6;Gene;Plekhg6;-1.1367974;1.5134418;0.30580178;0.63002414;chr6:125303038-125303967;Neurod2_+_(303g)
1198;Plekhg6;Gene;Plekhg6;-1.1367974;1.5134418;0.30580178;0.63002414;chr6:125475779-125476700;Neurod2_+_(303g)
1199;Plekhg6;Gene;Plekhg6;-1.1367974;1.5134418;0.30580178;0.63002414;chr6:125359823-125360658;Neurod2_+_(303g)
1200;Plekhg6;Gene;Plekhg6;-1.1367974;1.5134418;0.30580178;0.63002414;chr6:125255477-125256290;Neurod2_+_(303g)
1201;Plekhg6;Gene;Plekhg6;-1.1367974;1.5134418;0.30580178;0.63002414;chr6:125318843-125319842;Neurod2_+_(303g)
168;Lynx1;Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;chr15:74675656-74676467;Neurod2_+_(303g)
169;Lynx1;Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;chr15:74659741-74660660;Neurod2_+_(303g)
170;Lynx1;Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;chr15:74728986-74729908;Neurod2_+_(303g)
171;Lynx1;Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;chr15:74724053-74724747;Neurod2_+_(303g)
172;Lynx1;Gene;Lynx1;-2.9659863;2.09219;-0.29848245;0.6119735;chr15:74698984-74699868;Neurod2_+_(303g)
157;Dock4;Gene;Dock4;-2.2504787;1.3487499;-0.83870107;0.6073129;chr12:40616069-40617037;Neurod2_+_(303g)
158;Dock4;Gene;Dock4;-2.2504787;1.3487499;-0.83870107;0.6073129;chr12:40622678-40623607;Neurod2_+_(303g)
159;Dock4;Gene;Dock4;-2.2504787;1.3487499;-0.83870107;0.6073129;chr12:40651217-40652122;Neurod2_+_(303g)
48;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88542013-88542874;Neurod2_+_(303g)
49;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88435263-88435928;Neurod2_+_(303g)
50;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88472841-88473864;Neurod2_+_(303g)
51;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88449329-88450301;Neurod2_+_(303g)
52;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88545126-88545754;Neurod2_+_(303g)
53;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88561846-88562688;Neurod2_+_(303g)
54;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88398447-88399342;Neurod2_+_(303g)
55;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88333979-88334814;Neurod2_+_(303g)
56;Lmna;Gene;Lmna;-0.15971921;0.9499529;0.16394897;0.6058808;chr3:88359661-88360665;Neurod2_+_(303g)
855;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115326431-115327354;Neurod2_+_(303g)
856;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115208655-115209134;Neurod2_+_(303g)
857;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115239756-115240634;Neurod2_+_(303g)
858;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115217314-115218257;Neurod2_+_(303g)
859;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115098273-115099191;Neurod2_+_(303g)
860;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115289465-115290399;Neurod2_+_(303g)
861;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115377891-115378815;Neurod2_+_(303g)
862;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115246089-115247013;Neurod2_+_(303g)
863;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115329916-115330639;Neurod2_+_(303g)
864;Grin2c;Gene;Grin2c;-2.3929892;1.0758089;-1.5788493;0.6026757;chr11:115233468-115234415;Neurod2_+_(303g)
1034;Zswim4;Gene;Zswim4;-0.585679;0.6747018;-1.0044336;0.6010387;chr8:84339235-84340020;Neurod2_+_(303g)
1035;Zswim4;Gene;Zswim4;-0.585679;0.6747018;-1.0044336;0.6010387;chr8:84348224-84349093;Neurod2_+_(303g)
1036;Zswim4;Gene;Zswim4;-0.585679;0.6747018;-1.0044336;0.6010387;chr8:84370737-84371632;Neurod2_+_(303g)
1037;Zswim4;Gene;Zswim4;-0.585679;0.6747018;-1.0044336;0.6010387;chr8:84350631-84351541;Neurod2_+_(303g)
1038;Zswim4;Gene;Zswim4;-0.585679;0.6747018;-1.0044336;0.6010387;chr8:84346136-84347059;Neurod2_+_(303g)
1039;Zswim4;Gene;Zswim4;-0.585679;0.6747018;-1.0044336;0.6010387;chr8:84353160-84354045;Neurod2_+_(303g)
744;Akr1b8;Gene;Akr1b8;-3.0973027;1.4426167;-1.7014987;0.60024834;chr6:34353678-34354622;Neurod2_+_(303g)
745;Akr1b8;Gene;Akr1b8;-3.0973027;1.4426167;-1.7014987;0.60024834;chr6:34225686-34226595;Neurod2_+_(303g)
746;Akr1b8;Gene;Akr1b8;-3.0973027;1.4426167;-1.7014987;0.60024834;chr6:34403372-34404300;Neurod2_+_(303g)
747;Akr1b8;Gene;Akr1b8;-3.0973027;1.4426167;-1.7014987;0.60024834;chr6:34400829-34401706;Neurod2_+_(303g)
748;Akr1b8;Gene;Akr1b8;-3.0973027;1.4426167;-1.7014987;0.60024834;chr6:34388277-34389166;Neurod2_+_(303g)
238;Ppp1r14a;Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;chr7:29416764-29417831;Neurod2_+_(303g)
239;Ppp1r14a;Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;chr7:29391722-29393285;Neurod2_+_(303g)
240;Ppp1r14a;Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;chr7:29421201-29422032;Neurod2_+_(303g)
241;Ppp1r14a;Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;chr7:29415135-29416053;Neurod2_+_(303g)
242;Ppp1r14a;Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;chr7:29276476-29277297;Neurod2_+_(303g)
243;Ppp1r14a;Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;chr7:29406689-29407493;Neurod2_+_(303g)
244;Ppp1r14a;Gene;Ppp1r14a;-2.56911;1.9245892;-0.93563014;0.58719546;chr7:29342367-29343089;Neurod2_+_(303g)
924;Dpysl4;Gene;Dpysl4;-2.1426053;1.1377743;-1.3527128;0.580607;chr7:139103762-139104680;Neurod2_+_(303g)
925;Dpysl4;Gene;Dpysl4;-2.1426053;1.1377743;-1.3527128;0.580607;chr7:139136105-139136804;Neurod2_+_(303g)
926;Dpysl4;Gene;Dpysl4;-2.1426053;1.1377743;-1.3527128;0.580607;chr7:139077947-139078831;Neurod2_+_(303g)
927;Dpysl4;Gene;Dpysl4;-2.1426053;1.1377743;-1.3527128;0.580607;chr7:139076973-139077831;Neurod2_+_(303g)
928;Dpysl4;Gene;Dpysl4;-2.1426053;1.1377743;-1.3527128;0.580607;chr7:139109528-139110283;Neurod2_+_(303g)
929;Dpysl4;Gene;Dpysl4;-2.1426053;1.1377743;-1.3527128;0.580607;chr7:139094466-139095409;Neurod2_+_(303g)
148;Fbxl16;Gene;Fbxl16;0.17228667;0.6882464;0.15818855;0.572736;chr17:25802832-25803756;Neurod2_+_(303g)
149;Fbxl16;Gene;Fbxl16;0.17228667;0.6882464;0.15818855;0.572736;chr17:25765626-25766553;Neurod2_+_(303g)
150;Fbxl16;Gene;Fbxl16;0.17228667;0.6882464;0.15818855;0.572736;chr17:25887551-25888183;Neurod2_+_(303g)
151;Fbxl16;Gene;Fbxl16;0.17228667;0.6882464;0.15818855;0.572736;chr17:25957397-25958279;Neurod2_+_(303g)
564;Ptprs;Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;chr17:56470898-56471696;Neurod2_+_(303g)
565;Ptprs;Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;chr17:56453430-56454381;Neurod2_+_(303g)
566;Ptprs;Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;chr17:56553964-56554889;Neurod2_+_(303g)
567;Ptprs;Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;chr17:56514560-56515193;Neurod2_+_(303g)
568;Ptprs;Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;chr17:56307823-56308732;Neurod2_+_(303g)
75;Osbpl5;Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;chr7:143767894-143768847;Neurod2_+_(303g)
76;Osbpl5;Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;chr7:143785076-143785721;Neurod2_+_(303g)
77;Osbpl5;Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;chr7:143741525-143742419;Neurod2_+_(303g)
78;Osbpl5;Gene;Osbpl5;-0.8991145;1.0516049;-0.44106382;0.56524706;chr7:143905035-143906046;Neurod2_+_(303g)
707;Sun2;Gene;Sun2;-0.5515991;0.61046565;-1.1705562;0.56277037;chr15:79791226-79792067;Neurod2_+_(303g)
708;Sun2;Gene;Sun2;-0.5515991;0.61046565;-1.1705562;0.56277037;chr15:79813550-79814537;Neurod2_+_(303g)
826;Mycl;Gene;Mycl;-1.9581897;0.86622417;-0.92145926;0.5517173;chr4:123050528-123051445;Neurod2_+_(303g)
827;Mycl;Gene;Mycl;-1.9581897;0.86622417;-0.92145926;0.5517173;chr4:123067746-123068742;Neurod2_+_(303g)
1007;Serpini1;Gene;Serpini1;-0.926104;0.66347504;0.2854214;0.54984194;chr3:75721754-75722754;Neurod2_+_(303g)
1008;Serpini1;Gene;Serpini1;-0.926104;0.66347504;0.2854214;0.54984194;chr3:75481673-75482587;Neurod2_+_(303g)
1371;Adgrb3;Gene;Adgrb3;-1.1869221;0.7574321;-1.352674;0.5495504;chr1:25695565-25696418;Neurod2_+_(303g)
1372;Adgrb3;Gene;Adgrb3;-1.1869221;0.7574321;-1.352674;0.5495504;chr1:25399418-25400339;Neurod2_+_(303g)
1373;Adgrb3;Gene;Adgrb3;-1.1869221;0.7574321;-1.352674;0.5495504;chr1:25681695-25682665;Neurod2_+_(303g)
1374;Adgrb3;Gene;Adgrb3;-1.1869221;0.7574321;-1.352674;0.5495504;chr1:25455514-25456460;Neurod2_+_(303g)
1375;Adgrb3;Gene;Adgrb3;-1.1869221;0.7574321;-1.352674;0.5495504;chr1:25755046-25755906;Neurod2_+_(303g)
1376;Adgrb3;Gene;Adgrb3;-1.1869221;0.7574321;-1.352674;0.5495504;chr1:25745484-25746348;Neurod2_+_(303g)
1377;Adgrb3;Gene;Adgrb3;-1.1869221;0.7574321;-1.352674;0.5495504;chr1:25581379-25582307;Neurod2_+_(303g)
1235;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116312093-116313028;Neurod2_+_(303g)
1236;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116347761-116348574;Neurod2_+_(303g)
1237;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116206521-116207427;Neurod2_+_(303g)
1238;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116354216-116355138;Neurod2_+_(303g)
1239;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116269359-116270251;Neurod2_+_(303g)
1240;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116290057-116291023;Neurod2_+_(303g)
1241;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116416337-116417194;Neurod2_+_(303g)
1242;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116359036-116359938;Neurod2_+_(303g)
1243;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116171173-116172015;Neurod2_+_(303g)
1244;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116338608-116339474;Neurod2_+_(303g)
1245;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116285943-116286736;Neurod2_+_(303g)
1246;Galr2;Gene;Galr2;-25.348227;1.2433187;-1.1134679;0.5370266;chr11:116361661-116362572;Neurod2_+_(303g)
18;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84532002-84532911;Neurod2_+_(303g)
19;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84355529-84356439;Neurod2_+_(303g)
20;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84282443-84283573;Neurod2_+_(303g)
21;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84285223-84286143;Neurod2_+_(303g)
22;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84469090-84470026;Neurod2_+_(303g)
23;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84283807-84284572;Neurod2_+_(303g)
24;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84507834-84508712;Neurod2_+_(303g)
25;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84328603-84329537;Neurod2_+_(303g)
26;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84570770-84571727;Neurod2_+_(303g)
27;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84236779-84237573;Neurod2_+_(303g)
28;Shisal1;Gene;Shisal1;-1.4155449;0.9426966;0.17588276;0.53668624;chr15:84360500-84361470;Neurod2_+_(303g)
1549;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137771028-137771929;Neurod2_+_(303g)
1550;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137627459-137628403;Neurod2_+_(303g)
1551;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137732965-137733895;Neurod2_+_(303g)
1552;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137692271-137693158;Neurod2_+_(303g)
1553;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137785022-137785922;Neurod2_+_(303g)
1554;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137781730-137782657;Neurod2_+_(303g)
1555;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137933086-137933949;Neurod2_+_(303g)
1556;Alpl;Gene;Alpl;-3.2011018;1.7946033;-0.20997772;0.5364198;chr4:137783377-137784302;Neurod2_+_(303g)
1178;Tmem120b;Gene;Tmem120b;-0.51533085;0.9337791;-0.22276106;0.52307993;chr5:123009516-123010461;Neurod2_+_(303g)
1179;Tmem120b;Gene;Tmem120b;-0.51533085;0.9337791;-0.22276106;0.52307993;chr5:123222805-123223710;Neurod2_+_(303g)
1180;Tmem120b;Gene;Tmem120b;-0.51533085;0.9337791;-0.22276106;0.52307993;chr5:123180482-123181381;Neurod2_+_(303g)
1181;Tmem120b;Gene;Tmem120b;-0.51533085;0.9337791;-0.22276106;0.52307993;chr5:123185736-123186671;Neurod2_+_(303g)
1001;Gpc1;Gene;Gpc1;-1.5628574;0.68728626;0.41967624;0.5212223;chr1:92899741-92900581;Neurod2_+_(303g)
1002;Gpc1;Gene;Gpc1;-1.5628574;0.68728626;0.41967624;0.5212223;chr1:92838907-92839830;Neurod2_+_(303g)
1003;Gpc1;Gene;Gpc1;-1.5628574;0.68728626;0.41967624;0.5212223;chr1:92867646-92868578;Neurod2_+_(303g)
1190;Tmem114;Gene;Tmem114;-3.4093874;2.167327;-2.2676506;0.5198939;chr16:8481378-8482302;Neurod2_+_(303g)
1191;Tmem114;Gene;Tmem114;-3.4093874;2.167327;-2.2676506;0.5198939;chr16:8311761-8312745;Neurod2_+_(303g)
1192;Tmem114;Gene;Tmem114;-3.4093874;2.167327;-2.2676506;0.5198939;chr16:8420093-8421015;Neurod2_+_(303g)
1193;Tmem114;Gene;Tmem114;-3.4093874;2.167327;-2.2676506;0.5198939;chr16:8313189-8314052;Neurod2_+_(303g)
